id_jogador,epoca,dias_parado_max,carga_lesao_historica,num_lesoes,posicao,nacionalidade,idade_atual,risco_lesao,dias_descanso_media,jogos_fase_grupos,altitude_media,idade_x_jogos,idade_x_altitude,descanso_relativo,risco_biomecanico
1206,23/24,25,25,1,Right Winger,Romania,24.0,1,,,,,,,6.0
1207,21/22,10,10,1,Goalkeeper,Spain,24.0,0,,,,,,,1.0
1207,22/23,56,56,1,Goalkeeper,Spain,25.0,1,,,,,,,1.0
1208,20/21,123,123,1,Left Winger,"England,Scotland",22.0,1,,,,,,,6.0
1208,21/22,32,32,1,Left Winger,"England,Scotland",23.0,1,,,,,,,6.0
1208,22/23,16,29,2,Left Winger,"England,Scotland",24.0,1,,,,,,,6.0
1208,23/24,131,160,2,Left Winger,"England,Scotland",25.5,1,,,,,,,6.0
1209,18/19,67,67,1,Right-Back,"Morocco,Spain",20.0,1,,,,,,,4.0
1209,20/21,4,7,2,Right-Back,"Morocco,Spain",21.0,0,,,,,,,4.0
1209,21/22,15,28,2,Right-Back,"Morocco,Spain",22.5,1,,,,,,,4.0
1209,22/23,20,20,1,Right-Back,"Morocco,Spain",24.0,1,,,,,,,4.0
1210,18/19,6,6,1,Right Winger,Spain,18.0,0,,,,,,,6.0
1210,20/21,12,12,1,Right Winger,Spain,20.0,0,,,,,,,6.0
1210,21/22,89,97,2,Right Winger,Spain,21.0,1,,,,,,,6.0
1210,23/24,58,58,1,Right Winger,Spain,23.0,1,,,,,,,6.0
1211,19/20,41,41,1,Right Winger,France,22.0,1,,,,,,,6.0
1211,21/22,38,38,1,Right Winger,France,24.0,1,,,,,,,6.0
1211,22/23,21,34,3,Right Winger,France,25.0,1,,,,,,,6.0
1211,23/24,24,24,1,Right Winger,France,26.0,1,,,,,,,6.0
1212,22/23,86,173,3,Left Midfield,England,23.0,1,,,,,,,5.0
1213,19/20,22,22,1,Centre-Back,Spain,22.0,1,,,,,,,3.0
1213,20/21,21,21,1,Centre-Back,Spain,23.0,1,,,,,,,3.0
1213,23/24,31,37,2,Centre-Back,Spain,26.0,1,,,,,,,3.0
1214,18/19,8,8,1,Centre-Back,Belgium,20.0,0,,,,,,,3.0
1214,22/23,34,45,2,Centre-Back,Belgium,24.0,1,,,,,,,3.0
1215,20/21,21,28,3,Attacking Midfield,North Macedonia,20.0,1,,,,,,,3.0
1215,21/22,7,17,3,Attacking Midfield,North Macedonia,21.666666666666668,0,,,,,,,3.0
1215,23/24,19,24,2,Attacking Midfield,North Macedonia,23.0,1,,,,,,,3.0
1216,21/22,23,23,1,Goalkeeper,Denmark,21.0,1,,,,,,,1.0
1216,22/23,30,30,1,Goalkeeper,Denmark,21.0,1,,,,,,,1.0
1216,23/24,11,11,1,Goalkeeper,Denmark,22.0,0,,,,,,,1.0
1217,21/22,151,163,3,Central Midfield,"Denmark,Ghana",21.0,1,,,,,,,5.0
1217,22/23,32,114,7,Central Midfield,"Denmark,Ghana",22.0,1,,,,,,,5.0
1217,23/24,8,8,1,Central Midfield,"Denmark,Ghana",23.0,0,,,,,,,5.0
1218,17/18,39,39,1,Left Winger,"England,Jamaica",17.0,1,,,,,,,6.0
1218,18/19,3,3,1,Left Winger,"England,Jamaica",18.0,0,,,,,,,6.0
1218,20/21,48,54,2,Left Winger,"England,Jamaica",20.0,1,,,,,,,6.0
1218,21/22,13,13,1,Left Winger,"England,Jamaica",22.0,0,,,,,,,6.0
1218,22/23,37,51,2,Left Winger,"England,Jamaica",22.0,1,,,,,,,6.0
1218,23/24,5,8,2,Left Winger,"England,Jamaica",23.0,0,,,,,,,6.0
1219,20/21,19,19,1,Centre-Back,Ireland,21.0,1,,,,,,,3.0
1219,21/22,154,154,1,Centre-Back,Ireland,22.0,1,,,,,,,3.0
1220,18/19,5,5,1,Defensive Midfield,Mexico,20.0,0,,,,,,,4.0
1220,21/22,4,4,1,Defensive Midfield,Mexico,24.0,0,,,,,,,4.0
1220,22/23,3,3,1,Defensive Midfield,Mexico,25.0,0,,,,,,,4.0
1220,24/25,58,58,1,Defensive Midfield,Mexico,26.0,1,,,,,,,4.0
1221,18/19,8,8,1,Left-Back,"Brazil,Italy",21.0,0,,,,,,,4.0
1221,19/20,99,111,3,Left-Back,"Brazil,Italy",21.333333333333332,1,,,,,,,4.0
1221,20/21,33,42,2,Left-Back,"Brazil,Italy",22.0,1,,,,,,,4.0
1221,21/22,21,21,1,Left-Back,"Brazil,Italy",23.0,1,,,,,,,4.0
1221,23/24,249,355,5,Left-Back,"Brazil,Italy",25.0,1,,,,,,,4.0
1222,18/19,16,16,1,Right-Back,Brazil,19.0,1,,,,,,,4.0
1222,22/23,21,21,1,Right-Back,Brazil,23.0,1,,,,,,,4.0
1222,23/24,123,155,2,Right-Back,Brazil,24.5,1,,,,,,,4.0
1223,20/21,31,74,3,Centre-Back,"Brazil,Spain",22.0,1,,,,,,,3.0
1223,21/22,5,5,1,Centre-Back,"Brazil,Spain",23.0,0,,,,,,,3.0
1223,22/23,11,18,2,Centre-Back,"Brazil,Spain",24.0,0,,,,,,,3.0
1223,23/24,214,232,2,Centre-Back,"Brazil,Spain",25.0,1,,,,,,,3.0
1224,19/20,40,40,1,Central Midfield,Argentina,20.0,1,5.0,3.0,265.0,60.0,5300.0,1.25,5.0
1224,20/21,71,94,3,Central Midfield,Argentina,21.333333333333332,1,5.0,3.0,265.0,64.0,5653.333333333333,1.25,5.0
1224,21/22,39,63,3,Central Midfield,Argentina,22.666666666666668,1,5.0,3.0,265.0,68.0,6006.666666666667,1.25,5.0
1224,22/23,50,74,2,Central Midfield,Argentina,23.5,1,5.0,3.0,265.0,70.5,6227.5,1.25,5.0
1224,23/24,38,48,4,Central Midfield,Argentina,25.0,1,5.0,3.0,265.0,75.0,6625.0,1.25,5.0
1225,18/19,3,3,1,Right Winger,Nigeria,19.0,0,,,,,,,6.0
1225,20/21,162,194,2,Right Winger,Nigeria,21.0,1,,,,,,,6.0
1225,21/22,12,12,1,Right Winger,Nigeria,22.0,0,,,,,,,6.0
1225,22/23,11,11,1,Right Winger,Nigeria,23.0,0,,,,,,,6.0
1225,23/24,22,36,2,Right Winger,Nigeria,24.0,1,,,,,,,6.0
1226,18/19,99,99,1,Central Midfield,Mali,20.0,1,,,,,,,5.0
1226,20/21,15,15,1,Central Midfield,Mali,22.0,1,,,,,,,5.0
1226,21/22,49,60,2,Central Midfield,Mali,23.0,1,,,,,,,5.0
1226,23/24,55,55,1,Central Midfield,Mali,25.0,1,,,,,,,5.0
1227,18/19,19,46,3,Right-Back,"Argentina,Spain",21.0,1,,,,,,,4.0
1227,20/21,36,58,3,Right-Back,"Argentina,Spain",24.0,1,,,,,,,4.0
1227,21/22,15,57,4,Right-Back,"Argentina,Spain",24.0,1,,,,,,,4.0
1228,22/23,17,17,1,Goalkeeper,"Spain,England",24.0,1,,,,,,,1.0
1228,23/24,67,141,3,Goalkeeper,"Spain,England",25.666666666666668,1,,,,,,,1.0
1229,20/21,5,5,1,Goalkeeper,Ukraine,21.0,0,,,,,,,1.0
1229,21/22,13,27,3,Goalkeeper,Ukraine,22.0,0,,,,,,,1.0
1229,23/24,11,11,1,Goalkeeper,Ukraine,24.0,0,,,,,,,1.0
1230,19/20,11,11,1,Left-Back,Ukraine,20.0,0,,,,,,,4.0
1230,20/21,17,37,3,Left-Back,Ukraine,20.666666666666668,1,,,,,,,4.0
1230,21/22,21,49,4,Left-Back,Ukraine,21.25,1,,,,,,,4.0
1230,22/23,24,24,1,Left-Back,Ukraine,23.0,1,,,,,,,4.0
1230,23/24,41,85,4,Left-Back,Ukraine,24.0,1,,,,,,,4.0
1231,21/22,31,31,1,Central Midfield,Austria,20.0,1,,,,,,,5.0
1232,17/18,125,125,1,Centre-Forward,"Italy,Senegal",25.0,1,,,,,,,6.0
1232,21/22,20,33,2,Centre-Forward,"Italy,Senegal",29.0,1,,,,,,,6.0
1232,22/23,29,29,1,Centre-Forward,"Italy,Senegal",30.0,1,,,,,,,6.0
1232,23/24,110,145,2,Centre-Forward,"Italy,Senegal",31.0,1,,,,,,,6.0
1233,21/22,63,63,1,Right-Back,Japan,21.0,1,,,,,,,4.0
1234,20/21,49,49,1,Left Winger,Japan,20.0,1,,,,,,,6.0
1234,22/23,8,8,1,Left Winger,Japan,22.0,0,,,,,,,6.0
1234,23/24,38,38,1,Left Winger,Japan,22.0,1,,,,,,,6.0
1235,21/22,63,63,1,Right Winger,Japan,20.0,1,,,,,,,6.0
1235,22/23,7,7,1,Right Winger,Japan,21.0,0,,,,,,,6.0
1236,21/22,191,191,1,Defensive Midfield,Germany,21.0,1,,,,,,,4.0
1237,21/22,39,39,1,Attacking Midfield,"Germany,Lebanon",20.0,1,,,,,,,3.0
1238,20/21,9,9,1,Second Striker,Italy,20.0,0,,,,,,,6.0
1238,22/23,44,44,1,Second Striker,Italy,22.0,1,,,,,,,6.0
1238,23/24,7,7,1,Second Striker,Italy,24.0,0,,,,,,,6.0
1239,18/19,36,82,4,Second Striker,"Nigeria,England",20.25,1,,,,,,,6.0
1239,19/20,8,22,3,Second Striker,"Nigeria,England",21.333333333333332,0,,,,,,,6.0
1239,20/21,14,14,1,Second Striker,"Nigeria,England",23.0,0,,,,,,,6.0
1239,22/23,36,36,1,Second Striker,"Nigeria,England",25.0,1,,,,,,,6.0
1239,23/24,15,15,1,Second Striker,"Nigeria,England",26.0,1,,,,,,,6.0
1240,16/17,115,115,1,Centre-Forward,Argentina,19.0,1,5.0,3.0,265.0,57.0,5035.0,1.25,6.0
1240,18/19,17,33,2,Centre-Forward,Argentina,20.5,1,5.0,3.0,265.0,61.5,5432.5,1.25,6.0
1240,21/22,14,30,3,Centre-Forward,Argentina,23.333333333333332,0,5.0,3.0,265.0,70.0,6183.333333333333,1.25,6.0
1240,22/23,4,4,1,Centre-Forward,Argentina,24.0,0,5.0,3.0,265.0,72.0,6360.0,1.25,6.0
1240,23/24,16,16,1,Centre-Forward,Argentina,26.0,1,5.0,3.0,265.0,78.0,6890.0,1.25,6.0
1241,19/20,11,11,1,Right Winger,England,19.0,0,,,,,,,6.0
1241,21/22,40,40,1,Right Winger,England,21.0,1,,,,,,,6.0
1241,22/23,23,23,1,Right Winger,England,22.0,1,,,,,,,6.0
1242,19/20,26,26,1,Defensive Midfield,England,18.0,1,,,,,,,4.0
1242,21/22,146,146,1,Defensive Midfield,England,21.0,1,,,,,,,4.0
1242,22/23,43,43,1,Defensive Midfield,England,21.0,1,,,,,,,4.0
1242,23/24,6,11,2,Defensive Midfield,England,23.0,0,,,,,,,4.0
1243,21/22,11,11,1,Central Midfield,"Germany,England",19.0,0,,,,,,,5.0
1243,22/23,10,10,1,Central Midfield,"Germany,England",22.0,0,,,,,,,5.0
1243,23/24,107,128,4,Central Midfield,"Germany,England",22.75,1,,,,,,,5.0
1244,20/21,25,39,2,Defensive Midfield,Norway,21.0,1,,,,,,,4.0
1244,22/23,70,70,1,Defensive Midfield,Norway,23.0,1,,,,,,,4.0
1244,23/24,24,44,2,Defensive Midfield,Norway,24.0,1,,,,,,,4.0
1245,20/21,240,341,2,Centre-Forward,Germany,19.5,1,,,,,,,6.0
1245,21/22,80,80,1,Centre-Forward,Germany,21.0,1,,,,,,,6.0
1245,22/23,11,11,1,Centre-Forward,Germany,22.0,0,,,,,,,6.0
1246,22/23,7,7,1,Left Winger,Poland,20.0,0,,,,,,,6.0
1247,19/20,17,28,2,Left Winger,Spain,21.0,1,,,,,,,6.0
1247,23/24,28,28,1,Left Winger,Spain,25.0,1,,,,,,,6.0
1248,20/21,41,41,1,Central Midfield,"Malta,France",26.0,1,,,,,,,5.0
1248,22/23,13,21,2,Central Midfield,"Malta,France",29.0,0,,,,,,,5.0
1248,23/24,36,55,2,Central Midfield,"Malta,France",29.5,1,,,,,,,5.0
1249,20/21,129,162,3,Centre-Forward,Belgium,19.333333333333332,1,,,,,,,6.0
1249,21/22,68,75,2,Centre-Forward,Belgium,20.5,1,,,,,,,6.0
1249,22/23,34,76,4,Centre-Forward,Belgium,21.0,1,,,,,,,6.0
1250,17/18,101,101,1,Right Winger,Senegal,19.0,1,,,,,,,6.0
1250,19/20,35,68,2,Right Winger,Senegal,21.0,1,,,,,,,6.0
1250,21/22,42,81,3,Right Winger,Senegal,23.0,1,,,,,,,6.0
1250,23/24,38,58,2,Right Winger,Senegal,25.0,1,,,,,,,6.0
1251,18/19,103,126,2,Defensive Midfield,"Mali,Cote d'Ivoire",22.0,1,,,,,,,4.0
1251,21/22,26,26,1,Defensive Midfield,"Mali,Cote d'Ivoire",24.0,1,,,,,,,4.0
1251,22/23,81,81,1,Defensive Midfield,"Mali,Cote d'Ivoire",26.0,1,,,,,,,4.0
1251,23/24,49,49,1,Defensive Midfield,"Mali,Cote d'Ivoire",27.0,1,,,,,,,4.0
1252,17/18,17,17,1,Left Winger,"Brazil,Italy",21.0,1,,,,,,,6.0
1252,18/19,64,71,2,Left Winger,"Brazil,Italy",21.5,1,,,,,,,6.0
1252,19/20,8,11,2,Left Winger,"Brazil,Italy",22.5,0,,,,,,,6.0
1252,20/21,12,12,1,Left Winger,"Brazil,Italy",23.0,0,,,,,,,6.0
1252,21/22,15,15,1,Left Winger,"Brazil,Italy",25.0,1,,,,,,,6.0
1252,23/24,30,61,3,Left Winger,"Brazil,Italy",26.666666666666668,1,,,,,,,6.0
1253,20/21,13,13,1,Right-Back,"France,Benin",21.0,0,,,,,,,4.0
1253,22/23,23,39,2,Right-Back,"France,Benin",23.0,1,,,,,,,4.0
1253,23/24,19,19,1,Right-Back,"France,Benin",24.0,1,,,,,,,4.0
1254,21/22,39,39,1,Central Midfield,Spain,21.0,1,,,,,,,5.0
1255,19/20,27,27,1,Right Winger,"Brazil,Spain",18.0,1,,,,,,,6.0
1255,20/21,66,66,1,Right Winger,"Brazil,Spain",19.0,1,,,,,,,6.0
1255,21/22,20,34,3,Right Winger,"Brazil,Spain",20.0,1,,,,,,,6.0
1255,22/23,15,38,6,Right Winger,"Brazil,Spain",21.0,1,,,,,,,6.0
1256,22/23,46,46,1,Centre-Forward,Brazil,22.0,1,,,,,,,6.0
1256,23/24,159,175,2,Centre-Forward,Brazil,22.0,1,,,,,,,6.0
1257,19/20,92,117,2,Centre-Forward,England,21.0,1,,,,,,,6.0
1257,20/21,38,38,1,Centre-Forward,England,22.0,1,,,,,,,6.0
1257,21/22,43,71,2,Centre-Forward,England,23.0,1,,,,,,,6.0
1257,22/23,22,35,2,Centre-Forward,England,24.0,1,,,,,,,6.0
1257,23/24,119,171,3,Centre-Forward,England,25.0,1,,,,,,,6.0
1258,22/23,16,16,1,Left-Back,France,25.0,1,,,,,,,4.0
1259,18/19,212,212,1,Centre-Forward,"Netherlands,Ghana",17.0,1,,,,,,,6.0
1259,19/20,10,10,1,Centre-Forward,"Netherlands,Ghana",18.0,0,,,,,,,6.0
1259,20/21,11,11,1,Centre-Forward,"Netherlands,Ghana",19.0,0,,,,,,,6.0
1259,21/22,51,57,2,Centre-Forward,"Netherlands,Ghana",20.0,1,,,,,,,6.0
1259,22/23,55,76,3,Centre-Forward,"Netherlands,Ghana",21.0,1,,,,,,,6.0
1259,23/24,43,77,2,Centre-Forward,"Netherlands,Ghana",22.0,1,,,,,,,6.0
1260,19/20,7,7,1,Right Winger,"Cameroon,France",20.0,0,,,,,,,6.0
1260,23/24,97,97,1,Right Winger,"Cameroon,France",23.0,1,,,,,,,6.0
1261,20/21,5,5,1,Defensive Midfield,"France,Cameroon",20.0,0,,,,,,,4.0
1261,21/22,8,8,1,Defensive Midfield,"France,Cameroon",21.0,0,,,,,,,4.0
1261,22/23,24,33,3,Defensive Midfield,"France,Cameroon",22.0,1,,,,,,,4.0
1261,23/24,48,70,2,Defensive Midfield,"France,Cameroon",23.0,1,,,,,,,4.0
1262,20/21,332,332,1,Right-Back,"England,St. Lucia",22.0,1,,,,,,,4.0
1262,22/23,205,205,1,Right-Back,"England,St. Lucia",24.0,1,,,,,,,4.0
1263,17/18,18,18,1,Right Winger,Spain,22.0,1,,,,,,,6.0
1264,19/20,14,19,2,Centre-Back,"England,DR Congo",21.5,0,,,,,,,3.0
1264,20/21,13,13,1,Centre-Back,"England,DR Congo",22.0,0,,,,,,,3.0
1264,21/22,57,57,1,Centre-Back,"England,DR Congo",24.0,1,,,,,,,3.0
1264,23/24,27,27,1,Centre-Back,"England,DR Congo",26.0,1,,,,,,,3.0
1265,18/19,3,3,1,Centre-Back,Serbia,21.0,0,,,,,,,3.0
1265,20/21,11,11,1,Centre-Back,Serbia,23.0,0,,,,,,,3.0
1265,21/22,9,17,3,Centre-Back,Serbia,23.666666666666668,0,,,,,,,3.0
1265,22/23,23,33,3,Centre-Back,Serbia,24.666666666666668,1,,,,,,,3.0
1266,18/19,51,51,1,Centre-Back,Colombia,20.0,1,,,,,,,3.0
1266,23/24,39,39,1,Centre-Back,Colombia,24.0,1,,,,,,,3.0
1266,24/25,57,57,1,Centre-Back,Colombia,25.0,1,,,,,,,3.0
1267,19/20,46,58,3,Centre-Back,Germany,22.0,1,,,,,,,3.0
1267,20/21,13,13,1,Centre-Back,Germany,23.0,0,,,,,,,3.0
1267,21/22,8,15,2,Centre-Back,Germany,24.0,0,,,,,,,3.0
1267,22/23,14,14,1,Centre-Back,Germany,25.0,0,,,,,,,3.0
1267,23/24,15,15,1,Centre-Back,Germany,26.0,1,,,,,,,3.0
1268,21/22,47,47,1,Central Midfield,Zimbabwe,25.0,1,,,,,,,5.0
1268,22/23,19,19,1,Central Midfield,Zimbabwe,25.0,1,,,,,,,5.0
1268,23/24,31,44,2,Central Midfield,Zimbabwe,27.0,1,,,,,,,5.0
1269,20/21,19,19,1,Defensive Midfield,Netherlands,20.0,1,,,,,,,4.0
1269,23/24,62,65,2,Defensive Midfield,Netherlands,23.5,1,,,,,,,4.0
1270,18/19,20,20,1,Goalkeeper,"Burkina Faso,Cote d'Ivoire",21.0,1,,,,,,,1.0
1270,19/20,67,124,3,Goalkeeper,"Burkina Faso,Cote d'Ivoire",22.333333333333332,1,,,,,,,1.0
1270,21/22,19,25,2,Goalkeeper,"Burkina Faso,Cote d'Ivoire",25.0,1,,,,,,,1.0
1270,22/23,20,26,2,Goalkeeper,"Burkina Faso,Cote d'Ivoire",25.0,1,,,,,,,1.0
1271,18/19,127,127,1,Centre-Back,Greece,20.0,1,,,,,,,3.0
1271,19/20,61,84,3,Centre-Back,Greece,21.333333333333332,1,,,,,,,3.0
1271,20/21,47,94,3,Centre-Back,Greece,22.0,1,,,,,,,3.0
1271,21/22,22,41,3,Centre-Back,Greece,23.666666666666668,1,,,,,,,3.0
1271,22/23,12,26,3,Centre-Back,Greece,24.0,0,,,,,,,3.0
1271,23/24,24,32,2,Centre-Back,Greece,25.5,1,,,,,,,3.0
1272,19/20,6,8,2,Central Midfield,"Morocco,Netherlands",21.0,0,,,,,,,5.0
1272,20/21,6,11,2,Central Midfield,"Morocco,Netherlands",22.0,0,,,,,,,5.0
1272,21/22,45,55,2,Central Midfield,"Morocco,Netherlands",23.0,1,,,,,,,5.0
1272,23/24,83,145,2,Central Midfield,"Morocco,Netherlands",25.0,1,,,,,,,5.0
1273,18/19,12,19,2,Right Winger,England,21.0,0,,,,,,,6.0
1273,23/24,83,83,1,Right Winger,England,26.0,1,,,,,,,6.0
1274,21/22,11,15,2,Goalkeeper,Spain,23.5,0,,,,,,,1.0
1274,22/23,37,37,1,Goalkeeper,Spain,25.0,1,,,,,,,1.0
1275,19/20,7,7,1,Centre-Back,Netherlands,20.0,0,,,,,,,3.0
1275,20/21,8,8,1,Centre-Back,Netherlands,21.0,0,,,,,,,3.0
1275,21/22,76,91,2,Centre-Back,Netherlands,21.5,1,,,,,,,3.0
1275,22/23,30,44,3,Centre-Back,Netherlands,22.333333333333332,1,,,,,,,3.0
1275,23/24,286,286,1,Centre-Back,Netherlands,23.0,1,,,,,,,3.0
1276,19/20,12,12,1,Centre-Forward,Norway,19.0,0,,,,,,,6.0
1276,20/21,29,44,4,Centre-Forward,Norway,20.0,1,,,,,,,6.0
1276,21/22,43,99,4,Centre-Forward,Norway,20.75,1,,,,,,,6.0
1276,22/23,14,24,2,Centre-Forward,Norway,21.5,0,,,,,,,6.0
1276,23/24,54,73,4,Centre-Forward,Norway,22.25,1,,,,,,,6.0
1277,20/21,29,47,2,Central Midfield,"Tunisia,France",21.0,1,,,,,,,5.0
1277,21/22,13,13,1,Central Midfield,"Tunisia,France",22.0,0,,,,,,,5.0
1277,22/23,8,8,1,Central Midfield,"Tunisia,France",23.0,0,,,,,,,5.0
1278,22/23,93,101,2,Goalkeeper,"Cote d'Ivoire,France",21.5,1,,,,,,,1.0
1279,18/19,227,227,1,Centre-Forward,"Algeria,France",18.0,1,,,,,,,6.0
1279,20/21,24,24,1,Centre-Forward,"Algeria,France",21.0,1,,,,,,,6.0
1279,23/24,24,24,1,Centre-Forward,"Algeria,France",23.0,1,,,,,,,6.0
1280,18/19,2,2,1,Centre-Forward,"France,DR Congo",21.0,0,,,,,,,6.0
1280,19/20,132,132,1,Centre-Forward,"France,DR Congo",21.0,1,,,,,,,6.0
1281,20/21,41,49,2,Left-Back,"Brazil,Spain",22.0,1,,,,,,,4.0
1281,22/23,8,8,1,Left-Back,"Brazil,Spain",24.0,0,,,,,,,4.0
1281,23/24,213,213,1,Left-Back,"Brazil,Spain",25.0,1,,,,,,,4.0
1282,20/21,118,130,2,Right-Back,"Netherlands,Curacao",20.0,1,,,,,,,4.0
1282,21/22,22,22,1,Right-Back,"Netherlands,Curacao",21.0,1,,,,,,,4.0
1282,22/23,21,47,3,Right-Back,"Netherlands,Curacao",21.666666666666668,1,,,,,,,4.0
1282,23/24,9,21,3,Right-Back,"Netherlands,Curacao",22.666666666666668,0,,,,,,,4.0
1283,20/21,27,65,3,Right-Back,"Netherlands,Curacao",19.0,1,,,,,,,4.0
1283,21/22,14,42,4,Right-Back,"Netherlands,Curacao",19.75,0,,,,,,,4.0
1283,22/23,8,11,2,Right-Back,"Netherlands,Curacao",20.5,0,,,,,,,4.0
1283,23/24,253,253,1,Right-Back,"Netherlands,Curacao",22.0,1,,,,,,,4.0
1284,23/24,119,119,1,Centre-Forward,"England,Scotland",24.0,1,,,,,,,6.0
1285,21/22,53,53,1,Central Midfield,Nigeria,23.0,1,,,,,,,5.0
1285,22/23,77,93,2,Central Midfield,Nigeria,24.0,1,,,,,,,5.0
1286,23/24,42,42,1,Goalkeeper,Italy,21.0,1,,,,,,,1.0
1287,20/21,5,5,1,Left Winger,Norway,20.0,0,,,,,,,6.0
1287,21/22,43,43,1,Left Winger,Norway,21.0,1,,,,,,,6.0
1287,22/23,7,7,1,Left Winger,Norway,23.0,0,,,,,,,6.0
1287,23/24,14,14,1,Left Winger,Norway,23.0,0,,,,,,,6.0
1287,24/25,10,10,1,Left Winger,Norway,24.0,0,,,,,,,6.0
1288,21/22,27,27,1,Centre-Forward,Spain,22.0,1,,,,,,,6.0
1288,23/24,39,43,2,Centre-Forward,Spain,24.5,1,,,,,,,6.0
1289,18/19,47,47,1,Right-Back,Bosnia-Herzegovina,19.0,1,,,,,,,4.0
1289,22/23,24,41,2,Right-Back,Bosnia-Herzegovina,23.0,1,,,,,,,4.0
1290,21/22,6,6,1,Defensive Midfield,Spain,22.0,0,,,,,,,4.0
1290,22/23,10,10,1,Defensive Midfield,Spain,23.0,0,,,,,,,4.0
1290,23/24,34,41,2,Defensive Midfield,Spain,24.0,1,,,,,,,4.0
1291,18/19,15,15,1,Central Midfield,Spain,19.0,1,,,,,,,5.0
1291,19/20,9,9,1,Central Midfield,Spain,21.0,0,,,,,,,5.0
1291,22/23,11,11,1,Central Midfield,Spain,23.0,0,,,,,,,5.0
1292,20/21,132,143,2,Defensive Midfield,Scotland,18.5,1,,,,,,,4.0
1292,21/22,29,29,1,Defensive Midfield,Scotland,20.0,1,,,,,,,4.0
1292,23/24,31,31,1,Defensive Midfield,Scotland,22.0,1,,,,,,,4.0
1293,20/21,4,4,1,Right-Back,Scotland,19.0,0,,,,,,,4.0
1293,21/22,63,63,1,Right-Back,Scotland,20.0,1,,,,,,,4.0
1293,22/23,36,37,2,Right-Back,Scotland,20.5,1,,,,,,,4.0
1294,18/19,34,59,2,Right-Back,Argentina,20.0,1,5.0,3.0,265.0,60.0,5300.0,1.25,4.0
1294,20/21,4,4,1,Right-Back,Argentina,22.0,0,5.0,3.0,265.0,66.0,5830.0,1.25,4.0
1294,21/22,9,9,1,Right-Back,Argentina,23.0,0,5.0,3.0,265.0,69.0,6095.0,1.25,4.0
1294,23/24,38,64,2,Right-Back,Argentina,25.0,1,5.0,3.0,265.0,75.0,6625.0,1.25,4.0
1295,19/20,33,33,1,Left Winger,"France,Portugal",22.0,1,,,,,,,6.0
1295,20/21,60,79,2,Left Winger,"France,Portugal",23.0,1,,,,,,,6.0
1295,21/22,17,41,3,Left Winger,"France,Portugal",24.666666666666668,1,,,,,,,6.0
1295,22/23,68,68,1,Left Winger,"France,Portugal",25.0,1,,,,,,,6.0
1295,23/24,34,34,1,Left Winger,"France,Portugal",26.0,1,,,,,,,6.0
1296,18/19,29,29,1,Left-Back,"Canada,Liberia",18.0,1,,,,,,,4.0
1296,20/21,47,47,1,Left-Back,"Canada,Liberia",19.0,1,,,,,,,4.0
1296,21/22,85,144,5,Left-Back,"Canada,Liberia",20.4,1,,,,,,,4.0
1296,22/23,50,71,4,Left-Back,"Canada,Liberia",21.25,1,,,,,,,4.0
1296,23/24,22,22,1,Left-Back,"Canada,Liberia",23.0,1,,,,,,,4.0
1297,21/22,70,85,2,Goalkeeper,"United States,Lithuania",27.0,1,,,,,,,1.0
1298,20/21,18,18,1,Right-Back,"Poland,England",23.0,1,,,,,,,4.0
1298,22/23,36,67,3,Right-Back,"Poland,England",24.666666666666668,1,,,,,,,4.0
1298,23/24,32,58,3,Right-Back,"Poland,England",26.0,1,,,,,,,4.0
1299,19/20,48,109,3,Left Winger,Algeria,21.666666666666668,1,,,,,,,6.0
1299,20/21,41,41,1,Left Winger,Algeria,22.0,1,,,,,,,6.0
1300,22/23,53,88,2,Central Midfield,England,24.0,1,,,,,,,5.0
1301,21/22,23,23,1,Centre-Back,Poland,21.0,1,,,,,,,3.0
1302,21/22,42,42,1,Centre-Forward,"Chile,England",22.0,1,,,,,,,6.0
1303,19/20,7,13,2,Goalkeeper,England,21.0,0,,,,,,,1.0
1304,20/21,31,31,1,Right Winger,Georgia,19.0,1,,,,,,,6.0
1304,21/22,37,37,1,Right Winger,Georgia,20.0,1,,,,,,,6.0
1305,18/19,19,25,2,Attacking Midfield,Scotland,18.5,1,,,,,,,3.0
1305,20/21,14,14,1,Attacking Midfield,Scotland,20.0,0,,,,,,,3.0
1305,22/23,36,36,1,Attacking Midfield,Scotland,22.0,1,,,,,,,3.0
1306,19/20,95,167,3,Attacking Midfield,"England,Jamaica",19.0,1,,,,,,,3.0
1306,20/21,90,90,1,Attacking Midfield,"England,Jamaica",20.0,1,,,,,,,3.0
1307,18/19,24,31,2,Centre-Back,"United States,Jamaica",19.0,1,,,,,,,3.0
1307,20/21,7,7,1,Centre-Back,"United States,Jamaica",21.0,0,,,,,,,3.0
1307,23/24,13,13,1,Centre-Back,"United States,Jamaica",24.0,0,,,,,,,3.0
1308,22/23,64,123,4,Right Winger,"Germany,Ghana",20.0,1,,,,,,,6.0
1309,20/21,22,22,1,Defensive Midfield,Cote d'Ivoire,23.0,1,,,,,,,4.0
1309,22/23,17,17,1,Defensive Midfield,Cote d'Ivoire,24.0,1,,,,,,,4.0
1310,20/21,40,40,1,Centre-Forward,Norway,20.0,1,,,,,,,6.0
1310,21/22,7,7,1,Centre-Forward,Norway,21.0,0,,,,,,,6.0
